gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	B cells Memory	CAFs MSC iCAF-like s1	CAFs MSC iCAF-like s2	CAFs myCAF like s4	CAFs myCAF like s5	Cancer Basal SC_0	Cancer Basal SC_1	Cancer Basal SC_2	Cancer Cycling_0	Cancer Cycling_1	Cancer Cycling_2	Cancer Her2 SC_0	Cancer Her2 SC_1	Cancer Her2 SC_2	Cancer LumA SC_0	Cancer LumA SC_1	Cancer LumA SC_2	Cancer LumB SC_1	Cancer LumB SC_2	Cycling PVL	Cycling_Myeloid	Endothelial ACKR1	Endothelial CXCL12	Endothelial Lymphatic LYVE1	Endothelial RGS5	G0_arrested	Luminal Progenitors_0	Luminal Progenitors_1	Luminal Progenitors_2	Mature Luminal_0	Mature Luminal_1	Mature Luminal_2	Myeloid_c0_DC_LAMP3	Myeloid_c10_Macrophage_1_EGR1	Myeloid_c11_cDC2_CD1C	Myeloid_c12_Monocyte_1_IL1B	Myeloid_c1_LAM1_FABP5	Myeloid_c2_LAM2_APOE	Myeloid_c3_cDC1_CLEC9A	Myeloid_c4_DCs_pDC_IRF7	Myeloid_c5_Macrophage_3_SIGLEC1	Myeloid_c8_Monocyte_2_S100A9	Myeloid_c9_Macrophage_2_CXCL10	Myoepithelial_0	Myoepithelial_2	PVL Differentiated s3	PVL Immature s1	PVL_Immature s2	Plasmablasts	T_cells_c11_MKI67	T_cells_c2_CD4+_T-regs_FOXP3	T_cells_c5_CD8+_GZMK	T_cells_c6_IFIT1
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC027EF0F68	ITGB1	0.079	0.026	0.0	0.065	0.054	0.107	0.034	0.046	0.0	0.121	0.093	0.0	0.025	0.024	0.0	0.059	0.0	0.012	0.033	0.0	0.0	0.06	0.031	0.0	0.066	0.054	0.053	0.105	0.062	0.0	0.084	0.0	0.021	0.041	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.0	0.041	0.133	0.0	0.038	0.231	0.056	0.031	0.0	0.0	0.027	0.031
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC00942962B	ITGB1	0.079	0.026	0.0	0.065	0.054	0.107	0.034	0.046	0.0	0.121	0.093	0.0	0.025	0.024	0.0	0.059	0.0	0.012	0.033	0.0	0.0	0.06	0.031	0.0	0.066	0.054	0.053	0.105	0.062	0.0	0.084	0.0	0.021	0.041	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.0	0.041	0.133	0.0	0.038	0.231	0.056	0.031	0.0	0.0	0.027	0.031
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC039737584	ITGB1	0.079	0.026	0.0	0.065	0.054	0.107	0.034	0.046	0.0	0.121	0.093	0.0	0.025	0.024	0.0	0.059	0.0	0.012	0.033	0.0	0.0	0.06	0.031	0.0	0.066	0.054	0.053	0.105	0.062	0.0	0.084	0.0	0.021	0.041	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.0	0.041	0.133	0.0	0.038	0.231	0.056	0.031	0.0	0.0	0.027	0.031
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC028882919	ITGB1	0.079	0.026	0.0	0.065	0.054	0.107	0.034	0.046	0.0	0.121	0.093	0.0	0.025	0.024	0.0	0.059	0.0	0.012	0.033	0.0	0.0	0.06	0.031	0.0	0.066	0.054	0.053	0.105	0.062	0.0	0.084	0.0	0.021	0.041	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.0	0.041	0.133	0.0	0.038	0.231	0.056	0.031	0.0	0.0	0.027	0.031
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC07707E049	ITGB1	0.079	0.026	0.0	0.065	0.054	0.107	0.034	0.046	0.0	0.121	0.093	0.0	0.025	0.024	0.0	0.059	0.0	0.012	0.033	0.0	0.0	0.06	0.031	0.0	0.066	0.054	0.053	0.105	0.062	0.0	0.084	0.0	0.021	0.041	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.0	0.041	0.133	0.0	0.038	0.231	0.056	0.031	0.0	0.0	0.027	0.031
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC076898564	ITGB1	0.079	0.026	0.0	0.065	0.054	0.107	0.034	0.046	0.0	0.121	0.093	0.0	0.025	0.024	0.0	0.059	0.0	0.012	0.033	0.0	0.0	0.06	0.031	0.0	0.066	0.054	0.053	0.105	0.062	0.0	0.084	0.0	0.021	0.041	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.0	0.041	0.133	0.0	0.038	0.231	0.056	0.031	0.0	0.0	0.027	0.031
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0AA500B63	ITGB1	0.079	0.026	0.0	0.065	0.054	0.107	0.034	0.046	0.0	0.121	0.093	0.0	0.025	0.024	0.0	0.059	0.0	0.012	0.033	0.0	0.0	0.06	0.031	0.0	0.066	0.054	0.053	0.105	0.062	0.0	0.084	0.0	0.021	0.041	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.0	0.041	0.133	0.0	0.038	0.231	0.056	0.031	0.0	0.0	0.027	0.031
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC09E4E673B	ITGB1	0.079	0.026	0.0	0.065	0.054	0.107	0.034	0.046	0.0	0.121	0.093	0.0	0.025	0.024	0.0	0.059	0.0	0.012	0.033	0.0	0.0	0.06	0.031	0.0	0.066	0.054	0.053	0.105	0.062	0.0	0.084	0.0	0.021	0.041	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.0	0.041	0.133	0.0	0.038	0.231	0.056	0.031	0.0	0.0	0.027	0.031
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC008D5E4B2	ITGB1	0.079	0.026	0.0	0.065	0.054	0.107	0.034	0.046	0.0	0.121	0.093	0.0	0.025	0.024	0.0	0.059	0.0	0.012	0.033	0.0	0.0	0.06	0.031	0.0	0.066	0.054	0.053	0.105	0.062	0.0	0.084	0.0	0.021	0.041	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.0	0.041	0.133	0.0	0.038	0.231	0.056	0.031	0.0	0.0	0.027	0.031
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC090152EEE	ITGB1	0.079	0.026	0.0	0.065	0.054	0.107	0.034	0.046	0.0	0.121	0.093	0.0	0.025	0.024	0.0	0.059	0.0	0.012	0.033	0.0	0.0	0.06	0.031	0.0	0.066	0.054	0.053	0.105	0.062	0.0	0.084	0.0	0.021	0.041	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.0	0.041	0.133	0.0	0.038	0.231	0.056	0.031	0.0	0.0	0.027	0.031
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0E9AA9087	ITGB1	0.079	0.026	0.0	0.065	0.054	0.107	0.034	0.046	0.0	0.121	0.093	0.0	0.025	0.024	0.0	0.059	0.0	0.012	0.033	0.0	0.0	0.06	0.031	0.0	0.066	0.054	0.053	0.105	0.062	0.0	0.084	0.0	0.021	0.041	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.0	0.041	0.133	0.0	0.038	0.231	0.056	0.031	0.0	0.0	0.027	0.031
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0AA90A03B	ITGB1	0.079	0.026	0.0	0.065	0.054	0.107	0.034	0.046	0.0	0.121	0.093	0.0	0.025	0.024	0.0	0.059	0.0	0.012	0.033	0.0	0.0	0.06	0.031	0.0	0.066	0.054	0.053	0.105	0.062	0.0	0.084	0.0	0.021	0.041	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.0	0.041	0.133	0.0	0.038	0.231	0.056	0.031	0.0	0.0	0.027	0.031
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0A7864078	ITGB1	0.079	0.026	0.0	0.065	0.054	0.107	0.034	0.046	0.0	0.121	0.093	0.0	0.025	0.024	0.0	0.059	0.0	0.012	0.033	0.0	0.0	0.06	0.031	0.0	0.066	0.054	0.053	0.105	0.062	0.0	0.084	0.0	0.021	0.041	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.0	0.041	0.133	0.0	0.038	0.231	0.056	0.031	0.0	0.0	0.027	0.031
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0756B421F	ITGB1	0.079	0.026	0.0	0.065	0.054	0.107	0.034	0.046	0.0	0.121	0.093	0.0	0.025	0.024	0.0	0.059	0.0	0.012	0.033	0.0	0.0	0.06	0.031	0.0	0.066	0.054	0.053	0.105	0.062	0.0	0.084	0.0	0.021	0.041	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.0	0.041	0.133	0.0	0.038	0.231	0.056	0.031	0.0	0.0	0.027	0.031
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0096917A2	ITGB1	0.079	0.026	0.0	0.065	0.054	0.107	0.034	0.046	0.0	0.121	0.093	0.0	0.025	0.024	0.0	0.059	0.0	0.012	0.033	0.0	0.0	0.06	0.031	0.0	0.066	0.054	0.053	0.105	0.062	0.0	0.084	0.0	0.021	0.041	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.0	0.041	0.133	0.0	0.038	0.231	0.056	0.031	0.0	0.0	0.027	0.031
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0CC8A2F79	ITGB1	0.079	0.026	0.0	0.065	0.054	0.107	0.034	0.046	0.0	0.121	0.093	0.0	0.025	0.024	0.0	0.059	0.0	0.012	0.033	0.0	0.0	0.06	0.031	0.0	0.066	0.054	0.053	0.105	0.062	0.0	0.084	0.0	0.021	0.041	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.0	0.041	0.133	0.0	0.038	0.231	0.056	0.031	0.0	0.0	0.027	0.031
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC030087D4F	ITGB1	0.079	0.026	0.0	0.065	0.054	0.107	0.034	0.046	0.0	0.121	0.093	0.0	0.025	0.024	0.0	0.059	0.0	0.012	0.033	0.0	0.0	0.06	0.031	0.0	0.066	0.054	0.053	0.105	0.062	0.0	0.084	0.0	0.021	0.041	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.0	0.041	0.133	0.0	0.038	0.231	0.056	0.031	0.0	0.0	0.027	0.031
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0F1833AC0	ITGB1	0.079	0.026	0.0	0.065	0.054	0.107	0.034	0.046	0.0	0.121	0.093	0.0	0.025	0.024	0.0	0.059	0.0	0.012	0.033	0.0	0.0	0.06	0.031	0.0	0.066	0.054	0.053	0.105	0.062	0.0	0.084	0.0	0.021	0.041	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.0	0.041	0.133	0.0	0.038	0.231	0.056	0.031	0.0	0.0	0.027	0.031
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0BFDE14E9	ITGB1	0.079	0.026	0.0	0.065	0.054	0.107	0.034	0.046	0.0	0.121	0.093	0.0	0.025	0.024	0.0	0.059	0.0	0.012	0.033	0.0	0.0	0.06	0.031	0.0	0.066	0.054	0.053	0.105	0.062	0.0	0.084	0.0	0.021	0.041	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.0	0.041	0.133	0.0	0.038	0.231	0.056	0.031	0.0	0.0	0.027	0.031
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC05590EDD3	ITGB1	0.079	0.026	0.0	0.065	0.054	0.107	0.034	0.046	0.0	0.121	0.093	0.0	0.025	0.024	0.0	0.059	0.0	0.012	0.033	0.0	0.0	0.06	0.031	0.0	0.066	0.054	0.053	0.105	0.062	0.0	0.084	0.0	0.021	0.041	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.0	0.041	0.133	0.0	0.038	0.231	0.056	0.031	0.0	0.0	0.027	0.031
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0CED85DDE	ITGB1	0.079	0.026	0.0	0.065	0.054	0.107	0.034	0.046	0.0	0.121	0.093	0.0	0.025	0.024	0.0	0.059	0.0	0.012	0.033	0.0	0.0	0.06	0.031	0.0	0.066	0.054	0.053	0.105	0.062	0.0	0.084	0.0	0.021	0.041	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.0	0.041	0.133	0.0	0.038	0.231	0.056	0.031	0.0	0.0	0.027	0.031
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0DA063880	ITGB1	0.079	0.026	0.0	0.065	0.054	0.107	0.034	0.046	0.0	0.121	0.093	0.0	0.025	0.024	0.0	0.059	0.0	0.012	0.033	0.0	0.0	0.06	0.031	0.0	0.066	0.054	0.053	0.105	0.062	0.0	0.084	0.0	0.021	0.041	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.0	0.041	0.133	0.0	0.038	0.231	0.056	0.031	0.0	0.0	0.027	0.031
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0251EEF61	ITGB1	0.079	0.026	0.0	0.065	0.054	0.107	0.034	0.046	0.0	0.121	0.093	0.0	0.025	0.024	0.0	0.059	0.0	0.012	0.033	0.0	0.0	0.06	0.031	0.0	0.066	0.054	0.053	0.105	0.062	0.0	0.084	0.0	0.021	0.041	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.0	0.041	0.133	0.0	0.038	0.231	0.056	0.031	0.0	0.0	0.027	0.031
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC07F654CB3	ITGB1	0.079	0.026	0.0	0.065	0.054	0.107	0.034	0.046	0.0	0.121	0.093	0.0	0.025	0.024	0.0	0.059	0.0	0.012	0.033	0.0	0.0	0.06	0.031	0.0	0.066	0.054	0.053	0.105	0.062	0.0	0.084	0.0	0.021	0.041	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.0	0.041	0.133	0.0	0.038	0.231	0.056	0.031	0.0	0.0	0.027	0.031
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC059D160BE	ITGB1	0.079	0.026	0.0	0.065	0.054	0.107	0.034	0.046	0.0	0.121	0.093	0.0	0.025	0.024	0.0	0.059	0.0	0.012	0.033	0.0	0.0	0.06	0.031	0.0	0.066	0.054	0.053	0.105	0.062	0.0	0.084	0.0	0.021	0.041	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.0	0.041	0.133	0.0	0.038	0.231	0.056	0.031	0.0	0.0	0.027	0.031
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0E03C13D1	ITGB1	0.079	0.026	0.0	0.065	0.054	0.107	0.034	0.046	0.0	0.121	0.093	0.0	0.025	0.024	0.0	0.059	0.0	0.012	0.033	0.0	0.0	0.06	0.031	0.0	0.066	0.054	0.053	0.105	0.062	0.0	0.084	0.0	0.021	0.041	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.0	0.041	0.133	0.0	0.038	0.231	0.056	0.031	0.0	0.0	0.027	0.031
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0B4771D76	ITGB1	0.079	0.026	0.0	0.065	0.054	0.107	0.034	0.046	0.0	0.121	0.093	0.0	0.025	0.024	0.0	0.059	0.0	0.012	0.033	0.0	0.0	0.06	0.031	0.0	0.066	0.054	0.053	0.105	0.062	0.0	0.084	0.0	0.021	0.041	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.0	0.041	0.133	0.0	0.038	0.231	0.056	0.031	0.0	0.0	0.027	0.031
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC068FFC547	ITGB1	0.079	0.026	0.0	0.065	0.054	0.107	0.034	0.046	0.0	0.121	0.093	0.0	0.025	0.024	0.0	0.059	0.0	0.012	0.033	0.0	0.0	0.06	0.031	0.0	0.066	0.054	0.053	0.105	0.062	0.0	0.084	0.0	0.021	0.041	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.0	0.041	0.133	0.0	0.038	0.231	0.056	0.031	0.0	0.0	0.027	0.031
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0FCB8DFBB	ITGB1	0.079	0.026	0.0	0.065	0.054	0.107	0.034	0.046	0.0	0.121	0.093	0.0	0.025	0.024	0.0	0.059	0.0	0.012	0.033	0.0	0.0	0.06	0.031	0.0	0.066	0.054	0.053	0.105	0.062	0.0	0.084	0.0	0.021	0.041	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.0	0.041	0.133	0.0	0.038	0.231	0.056	0.031	0.0	0.0	0.027	0.031
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC050CC3A3F	ITGB1	0.079	0.026	0.0	0.065	0.054	0.107	0.034	0.046	0.0	0.121	0.093	0.0	0.025	0.024	0.0	0.059	0.0	0.012	0.033	0.0	0.0	0.06	0.031	0.0	0.066	0.054	0.053	0.105	0.062	0.0	0.084	0.0	0.021	0.041	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.0	0.041	0.133	0.0	0.038	0.231	0.056	0.031	0.0	0.0	0.027	0.031
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0A210DC1F	ITGB1	0.079	0.026	0.0	0.065	0.054	0.107	0.034	0.046	0.0	0.121	0.093	0.0	0.025	0.024	0.0	0.059	0.0	0.012	0.033	0.0	0.0	0.06	0.031	0.0	0.066	0.054	0.053	0.105	0.062	0.0	0.084	0.0	0.021	0.041	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.0	0.041	0.133	0.0	0.038	0.231	0.056	0.031	0.0	0.0	0.027	0.031
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0FD500AF3	ITGB1	0.079	0.026	0.0	0.065	0.054	0.107	0.034	0.046	0.0	0.121	0.093	0.0	0.025	0.024	0.0	0.059	0.0	0.012	0.033	0.0	0.0	0.06	0.031	0.0	0.066	0.054	0.053	0.105	0.062	0.0	0.084	0.0	0.021	0.041	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.0	0.041	0.133	0.0	0.038	0.231	0.056	0.031	0.0	0.0	0.027	0.031
ITGB1	P05556	True	ITB1_HUMAN	integrin_a10b1_complex	CPI-SC0C91660AB	ITGB1	0.079	0.026	0.0	0.065	0.054	0.107	0.034	0.046	0.0	0.121	0.093	0.0	0.025	0.024	0.0	0.059	0.0	0.012	0.033	0.0	0.0	0.06	0.031	0.0	0.066	0.054	0.053	0.105	0.062	0.0	0.084	0.0	0.021	0.041	0.0	0.0	0.027	0.021	0.0	0.0	0.0	0.0	0.041	0.133	0.0	0.038	0.231	0.056	0.031	0.0	0.0	0.027	0.031
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0519DE925	ITGB1	0.103	0.185	0.0	0.595	0.715	0.0	0.04	0.075	0.035	0.05	0.072	0.185	0.047	0.112	0.0	0.292	0.0	0.078	0.057	0.318	0.264	0.098	0.058	0.126	0.223	0.263	0.094	0.12	0.201	0.0	0.128	0.487	0.148	0.329	0.2	0.258	0.234	0.143	0.304	0.034	0.0	0.605	0.147	0.172	0.555	0.203	0.18	0.501	0.17	0.192	0.621	0.08	0.183
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC06F3DDF90	ITGB1	0.103	0.185	0.0	0.595	0.715	0.0	0.04	0.075	0.035	0.05	0.072	0.185	0.047	0.112	0.0	0.292	0.0	0.078	0.057	0.318	0.264	0.098	0.058	0.126	0.223	0.263	0.094	0.12	0.201	0.0	0.128	0.487	0.148	0.329	0.2	0.258	0.234	0.143	0.304	0.034	0.0	0.605	0.147	0.172	0.555	0.203	0.18	0.501	0.17	0.192	0.621	0.08	0.183
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC06DCE672A	ITGB1	0.103	0.185	0.0	0.595	0.715	0.0	0.04	0.075	0.035	0.05	0.072	0.185	0.047	0.112	0.0	0.292	0.0	0.078	0.057	0.318	0.264	0.098	0.058	0.126	0.223	0.263	0.094	0.12	0.201	0.0	0.128	0.487	0.148	0.329	0.2	0.258	0.234	0.143	0.304	0.034	0.0	0.605	0.147	0.172	0.555	0.203	0.18	0.501	0.17	0.192	0.621	0.08	0.183
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0A3722F1F	ITGB1	0.103	0.185	0.0	0.595	0.715	0.0	0.04	0.075	0.035	0.05	0.072	0.185	0.047	0.112	0.0	0.292	0.0	0.078	0.057	0.318	0.264	0.098	0.058	0.126	0.223	0.263	0.094	0.12	0.201	0.0	0.128	0.487	0.148	0.329	0.2	0.258	0.234	0.143	0.304	0.034	0.0	0.605	0.147	0.172	0.555	0.203	0.18	0.501	0.17	0.192	0.621	0.08	0.183
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC093DFA335	ITGB1	0.103	0.185	0.0	0.595	0.715	0.0	0.04	0.075	0.035	0.05	0.072	0.185	0.047	0.112	0.0	0.292	0.0	0.078	0.057	0.318	0.264	0.098	0.058	0.126	0.223	0.263	0.094	0.12	0.201	0.0	0.128	0.487	0.148	0.329	0.2	0.258	0.234	0.143	0.304	0.034	0.0	0.605	0.147	0.172	0.555	0.203	0.18	0.501	0.17	0.192	0.621	0.08	0.183
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC092A2325E	ITGB1	0.103	0.185	0.0	0.595	0.715	0.0	0.04	0.075	0.035	0.05	0.072	0.185	0.047	0.112	0.0	0.292	0.0	0.078	0.057	0.318	0.264	0.098	0.058	0.126	0.223	0.263	0.094	0.12	0.201	0.0	0.128	0.487	0.148	0.329	0.2	0.258	0.234	0.143	0.304	0.034	0.0	0.605	0.147	0.172	0.555	0.203	0.18	0.501	0.17	0.192	0.621	0.08	0.183
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0BCE0B954	ITGB1	0.103	0.185	0.0	0.595	0.715	0.0	0.04	0.075	0.035	0.05	0.072	0.185	0.047	0.112	0.0	0.292	0.0	0.078	0.057	0.318	0.264	0.098	0.058	0.126	0.223	0.263	0.094	0.12	0.201	0.0	0.128	0.487	0.148	0.329	0.2	0.258	0.234	0.143	0.304	0.034	0.0	0.605	0.147	0.172	0.555	0.203	0.18	0.501	0.17	0.192	0.621	0.08	0.183
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC01633DC81	ITGB1	0.103	0.185	0.0	0.595	0.715	0.0	0.04	0.075	0.035	0.05	0.072	0.185	0.047	0.112	0.0	0.292	0.0	0.078	0.057	0.318	0.264	0.098	0.058	0.126	0.223	0.263	0.094	0.12	0.201	0.0	0.128	0.487	0.148	0.329	0.2	0.258	0.234	0.143	0.304	0.034	0.0	0.605	0.147	0.172	0.555	0.203	0.18	0.501	0.17	0.192	0.621	0.08	0.183
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0D3C68BD6	ITGB1	0.103	0.185	0.0	0.595	0.715	0.0	0.04	0.075	0.035	0.05	0.072	0.185	0.047	0.112	0.0	0.292	0.0	0.078	0.057	0.318	0.264	0.098	0.058	0.126	0.223	0.263	0.094	0.12	0.201	0.0	0.128	0.487	0.148	0.329	0.2	0.258	0.234	0.143	0.304	0.034	0.0	0.605	0.147	0.172	0.555	0.203	0.18	0.501	0.17	0.192	0.621	0.08	0.183
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0755F1632	ITGB1	0.103	0.185	0.0	0.595	0.715	0.0	0.04	0.075	0.035	0.05	0.072	0.185	0.047	0.112	0.0	0.292	0.0	0.078	0.057	0.318	0.264	0.098	0.058	0.126	0.223	0.263	0.094	0.12	0.201	0.0	0.128	0.487	0.148	0.329	0.2	0.258	0.234	0.143	0.304	0.034	0.0	0.605	0.147	0.172	0.555	0.203	0.18	0.501	0.17	0.192	0.621	0.08	0.183
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0AD2341AF	ITGB1	0.103	0.185	0.0	0.595	0.715	0.0	0.04	0.075	0.035	0.05	0.072	0.185	0.047	0.112	0.0	0.292	0.0	0.078	0.057	0.318	0.264	0.098	0.058	0.126	0.223	0.263	0.094	0.12	0.201	0.0	0.128	0.487	0.148	0.329	0.2	0.258	0.234	0.143	0.304	0.034	0.0	0.605	0.147	0.172	0.555	0.203	0.18	0.501	0.17	0.192	0.621	0.08	0.183
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC015ECCD97	ITGB1	0.103	0.185	0.0	0.595	0.715	0.0	0.04	0.075	0.035	0.05	0.072	0.185	0.047	0.112	0.0	0.292	0.0	0.078	0.057	0.318	0.264	0.098	0.058	0.126	0.223	0.263	0.094	0.12	0.201	0.0	0.128	0.487	0.148	0.329	0.2	0.258	0.234	0.143	0.304	0.034	0.0	0.605	0.147	0.172	0.555	0.203	0.18	0.501	0.17	0.192	0.621	0.08	0.183
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0C1E494D6	ITGB1	0.103	0.185	0.0	0.595	0.715	0.0	0.04	0.075	0.035	0.05	0.072	0.185	0.047	0.112	0.0	0.292	0.0	0.078	0.057	0.318	0.264	0.098	0.058	0.126	0.223	0.263	0.094	0.12	0.201	0.0	0.128	0.487	0.148	0.329	0.2	0.258	0.234	0.143	0.304	0.034	0.0	0.605	0.147	0.172	0.555	0.203	0.18	0.501	0.17	0.192	0.621	0.08	0.183
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC015ED6B05	ITGB1	0.103	0.185	0.0	0.595	0.715	0.0	0.04	0.075	0.035	0.05	0.072	0.185	0.047	0.112	0.0	0.292	0.0	0.078	0.057	0.318	0.264	0.098	0.058	0.126	0.223	0.263	0.094	0.12	0.201	0.0	0.128	0.487	0.148	0.329	0.2	0.258	0.234	0.143	0.304	0.034	0.0	0.605	0.147	0.172	0.555	0.203	0.18	0.501	0.17	0.192	0.621	0.08	0.183
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC0B09B811A	ITGB1	0.103	0.185	0.0	0.595	0.715	0.0	0.04	0.075	0.035	0.05	0.072	0.185	0.047	0.112	0.0	0.292	0.0	0.078	0.057	0.318	0.264	0.098	0.058	0.126	0.223	0.263	0.094	0.12	0.201	0.0	0.128	0.487	0.148	0.329	0.2	0.258	0.234	0.143	0.304	0.034	0.0	0.605	0.147	0.172	0.555	0.203	0.18	0.501	0.17	0.192	0.621	0.08	0.183
ITGB1	P05556	True	ITB1_HUMAN	integrin_a11b1_complex	CPI-SC08885876E	ITGB1	0.103	0.185	0.0	0.595	0.715	0.0	0.04	0.075	0.035	0.05	0.072	0.185	0.047	0.112	0.0	0.292	0.0	0.078	0.057	0.318	0.264	0.098	0.058	0.126	0.223	0.263	0.094	0.12	0.201	0.0	0.128	0.487	0.148	0.329	0.2	0.258	0.234	0.143	0.304	0.034	0.0	0.605	0.147	0.172	0.555	0.203	0.18	0.501	0.17	0.192	0.621	0.08	0.183
